,NX035,NX026,NX030,NX020,NX023,NX034,NX031,NX022,NX032,NX025,NX036,NX019,NX029,NX021,NX033,NX027,NX037,NX038,NX028,NX024
VAPB,-0.17,-0.03,0.04,-0.04,-0.22,-0.45,-0.01,-0.28,-0.2,-0.05,-0.28,-0.24,-0.18,-0.03,0.03,-0.25,-0.14,-0.08,-0.41,-0.11
VARS,-0.24,-0.24,-0.39,-0.36,-0.07,-0.27,-0.24,-0.31,-0.15,-0.05,-0.19,-0.51,-0.3,-0.33,-0.01,-0.09,-0.15,-0.2,-0.21,-0.19
VASH1,0.57,NA,NA,NA,0.31,0.15,0.16,NA,0.75,NA,0.3,0.24,-0.48,0.43,0.04,0.7,NA,NA,NA,0.41
VASN,1.07,1.05,0.68,0.26,1.59,0.69,1.25,0.33,0.37,0.52,0.59,0.74,0.32,0.45,0.59,0.4,0.44,0.73,0.6,0.76
VASP,-0.5,-0.64,-0.61,-0.63,0.11,-0.35,-0.57,-0.08,-0.25,-0.09,-0.18,-0.18,-0.54,-0.25,0.07,-0.69,-0.15,-0.36,-0.53,-0.03
VAT1,-0.35,-0.02,-0.34,-0.72,0.13,0.31,0.04,0.16,-0.05,0.37,0.49,0.35,-0.32,-0.61,0.38,-0.19,0.27,0.3,-0.34,-0.41
VAT1L,-0.36,NA,-0.5,0.49,0.71,0.29,0.12,0.57,NA,1.6,-0.14,0.35,-0.69,NA,-1.2,-1.21,-0.32,0.11,-0.14,NA
VAV1,-0.27,-0.08,-0.57,-0.56,1.11,0.13,-0.19,-0.28,0.27,0.2,0.18,0.04,-0.01,-0.74,0.46,0.26,0.02,-0.15,-0.59,0.11
VAV2,-0.21,-0.54,0.24,-0.2,-0.61,0.16,-0.25,-0.26,0.07,-0.29,0.14,-0.51,-0.04,0.13,0.07,-0.1,0.01,-0.02,-0.19,-0.25
VAV3,-0.29,0.04,-0.53,0.17,1,-0.21,-0.08,-0.65,0,0.17,-0.06,0.02,-0.14,-0.46,0.22,-0.08,-0.08,-0.15,-0.39,0.3
VBP1,-0.05,-0.56,-0.24,-0.25,0.36,0.08,-0.28,-0.15,-0.02,-0.23,0.11,-0.57,-0.22,-0.09,0.37,-0.21,0.01,-0.09,-0.14,-0.23
VCAM1,0.79,-0.16,-0.47,0.19,1.12,0.5,0.07,-0.48,0.95,0.13,0.35,0,0.3,-0.35,0.51,0.43,0.67,0.15,-0.52,0.44
VCAN,1.39,0.02,-0.03,-0.54,2.15,1.18,0.24,-0.03,1.73,1.17,2.01,-1.12,-0.13,0.24,2.56,1.06,1.73,0.92,0.94,0.74
VCL,-0.72,-0.52,-1.01,-0.48,-0.78,-0.89,-0.79,0.15,-1.02,-0.2,-1.05,0.05,-1.18,-0.63,-1.11,-0.78,-0.61,-0.97,-0.74,0.14
VCP,-0.22,-0.18,-0.37,-0.13,-0.34,-0.06,-0.21,-0.17,-0.13,-0.1,-0.09,-0.23,-0.25,-0.41,-0.02,-0.08,-0.23,-0.17,-0.2,-0.34
VCPIP1,-0.05,0.22,0.14,-0.07,0.41,0.12,0.05,0.09,0.1,0.16,0.16,0.13,0.06,0.09,0.24,-0.08,0.08,0.06,0.04,0.16
VCPKMT,0.35,-0.19,-0.12,0.38,0.47,0.06,-0.68,-0.08,-0.02,0.08,-0.39,-0.74,0.12,-0.13,0.37,0.47,0.08,-0.13,0.34,-0.1
VDAC1,-0.17,-0.03,-0.1,-0.28,-0.03,0.07,-0.06,-0.28,0.25,-0.27,0.48,-0.4,-0.11,-0.1,0.59,-0.17,0.22,0.12,-0.09,-0.28
VDAC2,-0.34,-0.25,0.07,-0.06,-0.04,-0.2,0,-0.16,0.09,-0.28,0.21,-0.08,0.14,0.14,0.28,0,0.12,0.02,-0.18,-0.14
VDAC3,-0.25,-0.3,0.26,-0.16,-0.13,-0.48,-0.1,-0.04,0.01,-0.34,0.04,0.06,0.03,0.27,0.14,-0.05,0.13,0.12,-0.1,-0.37
VDR,0.79,1.88,0.13,1.22,0.55,0.45,0.85,0.02,2.12,0.6,-0.38,3.61,0.08,0.08,0.02,0.52,-0.15,0.25,-0.11,0.29
VEGFA,-0.99,-0.71,-0.73,0.12,-0.68,-0.6,-0.86,0.18,-0.07,-0.79,-0.31,-0.55,-0.58,-1.09,-1.02,-1.45,-0.59,-0.16,-0.76,-0.99
VEGFC,0.61,-0.8,0.09,0.16,-0.81,0.63,-0.21,-0.23,0.85,NA,-0.21,-0.86,0.26,-0.07,0.88,0.02,1.7,-0.07,0.24,0.16
VEZF1,0.21,-1.62,0.39,0.37,0.14,-0.14,0.1,0.13,-0.28,0.06,-0.14,0.72,0.28,0.51,-0.32,-0.09,0.13,0.34,0.13,0.66
VEZT,-0.01,0,-0.14,-0.07,0.17,0.08,-0.03,0.01,0.26,0.38,0.27,-0.85,-0.03,0.1,0.76,0.05,0.25,0.18,0.29,0.07
VGLL4,-0.04,-0.08,0.24,0.46,0.29,0,-0.35,0.16,-0.33,0.02,-0.03,0.65,0.06,0.13,-0.29,-0.1,0.16,0.1,0.51,0.22
VHL,-0.19,-0.69,NA,-0.45,0.15,-0.36,-0.05,0.05,0.02,0.17,0.29,-0.85,0.07,-0.25,0.19,0.13,0.15,0.08,0.66,-0.52
VIL1,-0.24,-0.7,-1.92,-1.33,-1.2,-1.69,-1.41,-2.16,-1.94,-2.56,-1.62,-1.49,-1.22,-1.74,-2.54,-0.56,-2.21,-1.76,-1.6,-1.59
VILL,-1.04,0.3,-0.55,-0.63,-0.3,-0.7,0.38,-0.82,-1.41,NA,-0.59,1.87,0.02,-1.13,-0.14,-0.93,-0.45,-0.62,NA,-0.51
VIM,-0.18,-0.38,0.24,0.89,-0.15,-0.25,-0.43,0.46,-0.6,-0.28,-0.5,0.45,0.31,0.26,-0.75,0.06,-0.43,-0.47,0.26,-0.18
VIPAS39,0.05,-0.15,-0.26,-0.22,0.05,0.08,-0.18,-0.07,0.11,0.01,0.24,-0.43,0.07,-0.11,0.42,-0.14,0.04,-0.09,0.04,0.04
VIRMA,0.12,0.31,0.33,-0.05,0.05,0.09,0.2,-0.14,0.1,-0.04,0.07,-0.01,0.17,0.24,0.09,0.12,-0.04,0.23,0.19,0.09
VKORC1,-0.07,-0.69,0.04,-0.34,0.25,-0.08,0.17,-0.27,0.44,-0.28,0.23,0.02,-0.12,-0.05,0.05,-0.12,-0.05,0.15,-0.04,-0.09
VKORC1L1,0.27,-0.45,0.67,-0.37,0.42,-0.07,0.05,0.14,0.23,0.24,-0.04,0.18,0.33,0.54,0.71,-0.21,0.35,0.12,-0.15,0.4
VLDLR,-0.02,-0.34,-0.27,-0.15,-0.29,-0.61,-0.46,-0.38,-0.55,0.47,-0.08,-0.48,0.09,-0.03,-0.17,-0.1,-0.44,-0.46,-0.02,0.32
VMAC,0.18,-0.05,0.98,1.35,-0.49,-0.46,0.42,0.41,0.41,0.01,-0.35,-0.2,0.25,0.51,-0.64,-0.21,-0.19,0.42,-0.12,-0.07
VMP1,0.42,0.15,0.18,-0.58,-0.08,-0.08,0.42,-0.48,0.17,0.3,0.5,-0.39,-0.05,-0.09,0.66,0.22,-0.24,0.25,-0.1,-0.16
VNN1,-0.02,-0.51,-0.37,-0.76,0.26,0.98,0.12,-0.75,1.26,-1.29,1.59,-0.72,-0.29,-0.63,2.06,-0.5,1.45,0.45,-0.49,-1.54
VNN2,-1.39,0.06,-0.79,NA,-1.13,-0.56,-1.98,-0.81,-0.21,-1.22,-1.27,-0.98,-0.22,-0.65,-1.29,0.24,-1.3,NA,-0.79,-0.73
VPS11,-0.03,0.25,-0.02,0.02,0.25,0.06,0,0.03,0.15,0.12,0.17,-0.1,-0.05,0.01,0.18,0.16,0.13,0.03,0.04,0.15
VPS13A,0.13,0.28,0.28,-0.18,0.12,0.16,0.11,0.16,0.17,-0.01,0,-0.04,0.06,0.17,0.19,0.19,0.11,0.14,0.25,0.01
VPS13B,0.09,0.27,-0.08,0.03,0.54,0.1,0.16,0.1,0.25,0.24,0.17,0.28,-0.01,0.07,0.22,0.12,0.13,0.17,0.01,0.02
VPS13C,-0.14,-0.03,0.1,-0.06,0.09,0.19,0.01,-0.03,0.25,-0.02,0.46,-0.26,-0.05,0.06,0.49,-0.26,0.2,0.22,-0.17,-0.16
VPS13D,0.01,0.33,-0.17,-0.14,0.31,0.1,0.26,-0.23,0.25,0.12,0.38,0.07,0.03,-0.11,0.39,-0.12,0.11,0.09,-0.06,-0.13
VPS16,-0.01,0,-0.01,-0.18,0.17,0.1,0.11,0.07,0.07,0.23,0.06,-0.06,-0.09,-0.15,0.06,0.06,-0.11,-0.02,-0.1,-0.02
VPS18,-0.05,-0.27,0.16,-0.15,0.31,0.06,0.01,0.09,0.04,0.37,0.04,0.11,-0.04,0,0.19,0.06,0.19,-0.05,-0.03,0.13
VPS25,-0.07,0.05,0.37,0.15,0.08,0.12,0.19,0.27,0.14,0.29,0.37,-0.2,-0.07,0.2,0.42,-0.24,0.16,0.13,-0.47,0.2
VPS26A,-0.14,0.03,0.06,-0.17,0.17,-0.1,-0.19,-0.18,-0.06,0.06,0.05,0.01,-0.09,0,0.25,-0.19,-0.07,0.04,-0.11,0.05
VPS26B,0.04,-0.2,0.31,-0.14,0.45,0.04,0.14,0.33,0.23,0.28,0.29,-0.11,0.1,0.17,0.41,-0.11,0.32,0.37,0.03,0.13
VPS26C,0.04,0.2,0.19,-0.03,0.42,-0.01,0.28,0,0.16,0.16,0.3,0.23,-0.13,0,0.36,0.32,0.34,0.24,-0.15,0.06
VPS28,0.06,-0.15,-0.1,-0.07,-0.12,0.2,0.06,-0.27,0.25,-0.03,0.53,-0.44,-0.18,-0.1,0.39,-0.2,0.35,0.17,-0.22,-0.09
VPS29,-0.12,-0.37,-0.34,-0.13,-0.04,-0.17,-0.16,-0.19,-0.27,0.04,0.13,-0.11,-0.29,0.02,0.08,-0.01,0.06,-0.02,-0.05,0.02
VPS33A,-0.13,0.15,-0.03,0.03,0.38,0.1,0.11,0.05,0.06,0.26,0.12,-0.04,-0.03,0.05,0.2,-0.08,-0.05,0.1,0.05,0.2
VPS33B,-0.05,-0.28,-0.07,-0.3,0.08,0,-0.2,-0.19,0.14,0.16,0.2,-0.37,-0.09,-0.11,0.39,-0.27,-0.08,0.12,-0.07,0.03
VPS35,-0.27,-0.31,-0.26,-0.39,0.01,-0.23,-0.32,-0.05,-0.19,-0.03,-0.06,-0.28,-0.15,-0.28,-0.09,-0.04,-0.16,-0.19,-0.29,-0.13
VPS35L,0.03,-0.04,0.03,-0.23,0.47,0.11,0.03,-0.1,0.19,0.15,0.02,-0.1,-0.09,0,0.24,-0.06,0.07,0.05,-0.13,0.04
VPS36,-0.04,0.19,0.25,0.23,0.31,0.07,0.18,0.18,0.23,0.02,0.4,-0.1,-0.06,0.21,0.3,-0.14,0.13,0.17,-0.03,0.11
VPS37A,-0.18,-0.06,-0.24,0.28,0.6,0.09,0.06,0.01,0.2,0.35,0.54,0.38,-0.26,-0.05,0.54,-0.28,0.27,0.08,0.08,0.05
VPS37B,-0.07,0.03,-0.22,-0.01,0.25,0.33,0.08,-0.39,0.33,0.24,0.46,-0.55,0.15,-0.32,0.45,0,0.15,0.05,-0.16,-0.34
VPS37C,0.1,0.38,-0.24,0.04,-0.41,-0.29,-0.29,0.03,-0.02,0.1,0.21,-0.21,-0.09,0.11,-0.2,-0.37,-0.62,-0.08,-0.1,0.08
VPS39,-0.1,0.09,-0.06,-0.11,0.5,0,-0.02,-0.01,0.08,0.15,0.24,0.03,-0.07,-0.1,0.16,0.06,0.1,-0.01,-0.02,0.16
VPS41,0.01,-0.01,-0.09,-0.22,0.65,0.06,0.04,-0.1,0.17,0.17,0.36,-0.09,-0.09,-0.07,0.27,0.16,0.03,-0.07,-0.12,0.06
VPS45,-0.02,-0.27,-0.03,-0.13,0.23,-0.1,-0.07,-0.04,-0.21,0,0.06,0.19,-0.04,0.09,0.12,-0.09,-0.05,0.02,0.06,0.1
VPS4A,0.11,0.06,-0.07,0.08,0.19,0.41,-0.04,0,0.41,-0.12,0.28,-0.07,0.05,0.08,0.4,-0.11,0.3,0.2,0,0.1
VPS4B,-0.1,-0.13,0.06,-0.05,0.1,0.3,-0.04,-0.13,0.32,-0.01,0.49,-0.63,-0.16,-0.04,0.44,-0.01,0.23,0.3,-0.03,-0.02
VPS50,-0.12,0.11,0.05,-0.07,0.38,0.07,-0.06,0.01,0.08,0.02,0.13,0,0.1,-0.02,0.17,-0.17,0.01,0.06,-0.19,-0.1
VPS51,-0.13,0.1,0.07,-0.08,-0.31,0.15,-0.07,0,0.02,0.1,0.04,0.04,0.03,-0.03,0.09,-0.13,-0.28,-0.19,-0.2,-0.1
VPS52,-0.04,0.07,-0.08,-0.25,0.11,-0.09,-0.09,-0.04,0.26,0.01,0.19,0.21,0.11,-0.02,0.21,-0.05,0.28,0.01,0.1,-0.1
VPS53,-0.2,-0.18,-0.06,-0.01,0.04,0.02,-0.12,0.03,-0.04,-0.1,-0.1,-0.21,-0.01,-0.07,0.03,-0.17,-0.03,-0.14,0.13,0
VPS54,-0.66,-0.54,-0.11,0.03,0.36,0.32,-0.18,0.03,-0.05,-0.06,-0.21,-0.17,-0.2,-0.63,0.24,0.3,0.46,0.08,0.13,-0.58
VPS72,0.15,0.09,-0.09,0.16,0.36,0.35,0.34,0.04,0.17,0.12,0.05,0.27,0.12,0.35,-0.29,0.15,0.09,0.24,0.25,0.48
VPS8,0.06,0.24,0.22,-0.2,0.13,0.04,0.06,0.14,-0.02,0.24,0.03,-0.03,0.01,0.13,0.07,-0.02,0,-0.06,0.12,0.12
VPS9D1,-0.11,NA,-1.25,NA,NA,0.14,-0.09,0.39,0.32,0.4,0.25,NA,-0.35,NA,-0.02,0.01,-0.06,NA,-1.02,NA
VRK1,-0.37,-0.44,-0.21,-0.17,-0.1,-0.35,-0.32,-0.31,-0.55,-0.48,-0.37,0.23,0.21,-0.16,-0.11,-0.09,-0.43,-0.33,0.07,-0.32
VRK2,-0.01,-0.18,0.1,-0.15,-0.14,-0.13,0.1,-0.55,-0.63,0.04,-0.48,-0.43,0.19,0.14,-0.03,0.35,-0.23,-0.38,0.02,0
VRK3,-0.11,0,-0.36,-0.74,0.1,0.19,0.02,-0.07,0.18,-0.22,0.2,-0.18,0,-0.27,0.36,-0.08,-0.11,0.05,-0.4,-0.19
VSIG10,0.12,-0.03,-0.12,0.16,-0.35,0.18,0.23,0.29,0.54,NA,0.63,0.4,0.36,-0.04,0.02,0.18,0.36,0.54,-0.13,-0.31
VSIG2,0.59,NA,NA,NA,NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA,NA,0.48,1.15,NA,1.8,NA
VSIG4,0.68,-0.01,-0.34,-0.12,1.87,0.62,0.66,-0.25,1.04,0.35,1.31,0.46,0.38,-0.12,1.38,0.64,1.33,0.64,-0.37,0.11
VSIG8,-0.02,0.35,NA,-0.28,NA,NA,NA,NA,NA,-0.23,NA,NA,NA,NA,-0.87,0.31,NA,-0.24,NA,NA
VSIR,-0.69,-1.1,-0.49,-0.15,0.3,0.16,0.3,0.07,0.47,-0.38,-0.03,0.38,-0.32,-0.58,0.06,-0.13,0.14,0.2,-1.01,-0.26
VSNL1,-0.46,-1.13,-1.02,0.09,0.43,-1.63,0.06,-0.14,NA,-0.48,-0.65,0.26,-0.21,-1.07,NA,-0.61,-0.68,-1.18,-0.95,-1.03
VTA1,-0.14,-0.29,0.01,-0.23,0.13,-0.06,0.04,-0.22,-0.02,-0.14,0.09,-0.38,-0.35,0.04,-0.22,0.07,-0.18,-0.05,-0.17,-0.14
VTCN1,-1.29,-0.7,-0.85,-1.2,-1.59,-2.53,-1.6,-1.31,-2.29,-1.08,-0.69,-1.68,0.04,-0.38,-0.66,-0.81,-0.98,-1.2,-1.26,-1.99
VTI1A,-0.06,-0.13,-0.2,0.09,0.01,0.27,0.09,0.05,0.36,0.38,0.11,-0.14,0.14,-0.26,0.27,-0.1,0.12,-0.06,0.05,-0.1
VTI1B,0.03,0.07,-0.11,-0.04,0.1,0.37,0.1,-0.23,0.28,0.36,0.32,0.13,-0.13,-0.31,0.24,-0.02,0.03,-0.04,-0.09,-0.24
VTN,0.4,0.46,-0.18,0.26,0.29,0.07,0.38,0.34,0.39,-0.29,-0.38,0.23,-0.08,0.01,-0.39,0.08,0.05,0.19,-0.09,-0.11
VWA1,-0.76,-0.83,-0.86,0.34,-0.66,-0.58,-0.73,0.4,-0.87,-0.58,-0.42,0.77,-0.56,-0.63,-0.4,-0.83,-0.15,-0.44,-0.44,0.14
VWA2,-0.24,-0.66,-0.65,1.55,-1.14,-1.36,-0.6,-0.3,-0.95,-0.69,-0.86,-0.53,0.55,-0.59,-2.22,-1.2,-0.83,-0.11,-0.6,-0.4
VWA3B,NA,NA,0.02,NA,NA,NA,NA,NA,0.21,NA,NA,1.04,NA,NA,-0.16,NA,NA,NA,NA,NA
VWA5A,-0.2,-0.07,0.07,0.23,-0.08,-0.08,-0.14,0.15,-0.1,0.63,0.2,-0.34,-0.36,0.19,0,0.24,0,0.06,-0.09,0.43
VWA5B2,0.2,0.33,0.04,0.45,-3.44,-1.33,-0.42,0.07,-0.83,-0.67,0.56,-2.26,-0.23,0.49,-1.04,0.42,-0.89,-0.4,0.16,-0.69
VWA8,-0.05,-0.25,0.63,-0.22,-0.19,-0.48,-0.04,-0.18,-0.23,-0.36,-0.21,-0.32,0.47,0.53,-0.08,-0.01,-0.11,-0.19,0.02,-0.23
VWF,0.26,-0.72,-0.26,-0.1,-0.41,-0.19,0.18,0.38,-0.28,0.56,-0.22,1.04,-0.26,-0.21,-0.67,0.08,-0.09,0.09,-0.18,0.45
WAC,0.15,-0.29,0.23,0.39,0.2,-0.06,0.18,0.02,-0.26,0.1,-0.02,0.46,0.32,0.09,-0.05,0.14,0.04,0.23,0.07,0.01
WAPL,-0.05,-0.2,0.07,-0.04,-0.12,-0.17,0.03,-0.12,-0.09,-0.14,-0.04,-0.36,0.19,-0.08,0.01,0.01,-0.21,-0.06,0.03,-0.05
WARS,-0.55,-0.28,-0.66,-0.5,0.12,-0.21,-0.46,-0.01,-0.16,0.05,0.1,-0.48,-0.29,-0.65,0.27,-0.4,-0.24,-0.45,-0.3,-0.02
WARS2,-0.17,-0.33,0.33,0.15,-0.58,-0.63,-0.35,-0.03,-0.49,-0.26,-0.22,-0.29,0.43,0.26,-0.01,0.09,-0.08,-0.36,0.01,-0.57
WAS,0.13,0.27,-0.58,-0.4,2.02,0.71,0.21,-0.14,0.92,0.47,0.87,0.06,0.17,-0.54,1.36,0.41,0.71,0.59,-0.33,0.43
WASF1,0.14,0.28,-0.28,-0.26,0.55,-0.53,-0.32,0.27,-0.06,0.02,-0.21,0.41,-0.17,0.05,-0.07,0.11,-0.59,-0.27,-0.08,0.48
WASF2,-0.28,-0.01,-0.15,0.17,0.58,0.06,0.13,0.17,-0.12,0.09,0.26,0.25,-0.17,0.12,0.34,-0.23,0.21,0.07,0.05,0.12
WASF3,-0.04,0.18,-0.1,-1.16,-0.57,-0.8,NA,0.85,-0.41,0.85,NA,0.68,-0.59,-0.78,-1.06,-0.56,-0.17,-1,-0.19,-0.24
WASHC1,0.08,0.19,0.19,0.02,0.4,0.14,0.14,0.21,0.07,0,0.2,-0.48,-0.08,0.03,0.18,0,0.17,0.01,0.18,0.21
WASHC2A,0.1,-0.49,0.14,-0.33,0.57,0.31,-0.3,-0.32,0.3,0.07,0.35,0.57,-0.12,0.46,0.47,0.07,0.2,0.28,0.72,0.84
WASHC2C,0.06,0.03,0.07,0.23,0.53,-0.03,-0.19,0.06,0.25,0.16,0.04,0.15,-0.1,0.37,0.35,-0.18,0.33,0.17,0.26,0.05
WASHC3,-0.08,-0.38,0.18,0.24,0.89,0.36,0.25,0.24,0.4,0.21,0.43,0.13,0.1,0.31,0.44,0.31,0.09,0.48,-0.01,0.48
WASHC4,-0.03,0.19,0.11,-0.27,0.53,0.18,0.17,-0.09,0.32,0.19,0.25,0.03,-0.1,-0.01,0.54,0.06,0.21,0.22,0,0.21
WASHC5,0,0.21,0.18,-0.26,0.35,0.14,0.2,-0.02,0.28,0.28,0.18,0.15,-0.13,0.03,0.39,-0.04,0.16,0.21,0.01,0.27
WASL,0.16,-0.13,0.1,-0.09,0.26,0.12,0.09,0.12,-0.02,0.55,0.22,-0.05,-0.11,0.07,0.19,-0.01,0.02,-0.04,-0.02,0.27
WBP11,0.23,-0.03,0.14,0.1,-0.05,0.07,0.35,-0.16,0.03,0.07,0.01,-0.11,-0.06,0.03,-0.11,0.09,-0.1,-0.01,-0.01,0.08
WBP2,-0.41,0.74,-0.66,0,0.19,-0.06,0.18,0.14,0.06,-0.11,0.09,0.18,-0.22,-0.63,-0.16,-0.36,-0.04,0.2,-0.48,0.06
WBP4,0.2,0.33,0.12,0.04,0.36,-0.12,0.19,-0.12,0.08,0.17,-0.02,0.56,0.06,-0.01,0.03,-0.04,0.13,0.03,0.2,0.16
WDCP,0.27,0.66,-0.1,-0.08,0.64,0.12,0.01,0.15,0.08,-1.83,0.4,-0.08,-0.11,0.02,0.21,0.24,-0.13,-0.47,0.15,0.02
WDFY1,0.07,-0.08,0.15,0.09,0.13,0.03,0.08,0.09,0,0.15,-0.02,0.18,-0.02,-0.05,0.14,0.18,0.11,0.04,-0.05,0.3
WDFY2,0.3,-0.01,-0.33,0.2,-0.24,-0.02,0.06,-0.17,0.27,0.15,-0.06,0.1,-0.28,-0.29,1.07,-0.38,0.12,0.2,-0.23,-0.45
WDFY3,-0.06,0.11,0.03,-0.04,0.18,0.32,0.08,-0.05,0.48,0.13,0.49,0.23,0.05,-0.01,0.44,0.04,0.19,0.27,-0.1,0
WDFY4,-0.2,0.84,-0.85,-0.09,0.95,0.09,-0.06,-0.03,0,0.67,-0.19,-0.37,0.16,-0.34,0.47,0.1,0.26,-0.26,-0.05,0.32
WDHD1,0.06,-0.61,-0.41,-0.32,-0.03,-0.36,-0.48,-0.32,-0.44,-0.17,-0.55,-0.5,0.36,-0.38,-0.34,0.08,-0.65,-0.71,0.04,-0.78
WDR1,-0.59,-0.28,-0.94,-0.51,-0.15,-0.43,-0.62,0.16,-0.4,-0.05,-0.34,0.2,-0.59,-0.69,-0.33,-0.3,-0.41,-0.39,-0.53,-0.38
WDR11,0.05,0.21,0.23,-0.13,0.1,-0.02,0.05,-0.12,0.04,0.2,0.26,-0.17,0.06,0.06,0.24,-0.05,0.08,0.04,0.06,-0.02
WDR12,0.27,0.12,0.53,0.24,0,0.11,0.04,-0.04,-0.2,0.14,0.11,-0.33,0.22,0.02,-0.14,-0.01,0.05,0.12,0.16,-0.19
WDR13,-0.01,0.14,-0.17,0.04,0.02,0.19,0.01,0.03,-0.06,0.11,-0.11,0.32,-0.14,0.11,-0.06,-0.09,0.16,0.15,-0.14,0.23
WDR18,0.19,0.21,0.64,0.37,-0.36,0.25,0.5,-0.1,0.06,0.04,0.01,-0.19,0.14,0.27,-0.01,0.43,0.22,0.43,0.33,-0.1
WDR19,-0.01,0.11,0.23,0.33,-0.17,0.09,0.35,0.19,0.17,-0.25,0.15,0.17,0.15,0.18,-0.33,0.35,0.12,0.21,0.02,-0.09
WDR20,0.07,-0.01,0.22,-0.19,-0.29,0.25,-0.1,0.04,0.38,-0.15,0.03,0.55,-0.03,-0.03,-0.02,-0.27,0.26,0.01,-0.05,-0.06
WDR24,0.29,0.01,0.3,0.33,-0.02,0.3,0.17,0.08,0.39,-0.03,0.29,0.38,0.01,0.26,0,0,-0.06,0.1,0.01,0.15
WDR25,-0.18,0.33,NA,0.37,0.14,NA,0.35,0.39,0.58,-0.11,-0.21,-0.25,0.15,0.49,0.09,-0.09,NA,-0.2,0.12,-0.18
WDR26,-0.01,-0.14,0.03,-0.04,0.01,0.22,0.06,0.11,0.27,0.27,0.33,-0.13,0.02,0.01,0.34,0.05,0.19,0.06,-0.03,0.01
WDR3,-0.08,0.2,0.22,0.05,-0.06,-0.28,-0.02,-0.08,-0.22,-0.08,-0.19,-0.31,0.09,0.14,-0.18,0.08,-0.33,-0.03,0.47,-0.1
WDR33,-0.01,-0.04,0.13,-0.05,0.04,0.09,0.15,-0.02,0.04,-0.07,-0.06,-0.13,0.08,0.01,-0.14,0.04,-0.18,0.03,0.06,-0.07
WDR34,0.21,0.05,0.25,0.02,-0.23,0.01,0.16,0.21,-0.15,0.47,0.34,0.2,-0.09,0.2,-0.07,0.17,0.11,-0.1,0.1,-0.01
WDR35,0.11,0.37,0.12,0.3,0.06,0.1,0.29,0.24,-0.12,-0.08,0.09,0.03,0.2,0.22,-0.14,0.27,0.27,0,0.09,0.03
WDR36,-0.01,0.09,0.3,0.04,-0.05,0.08,-0.11,-0.05,-0.16,-0.02,-0.31,-0.1,-0.1,0.17,-0.24,0.1,-0.27,-0.06,0.14,-0.14
WDR37,-0.29,-0.19,0.19,0.12,0.04,0.04,-0.12,0.08,-0.22,0.16,-0.13,0.54,0.2,-0.08,-0.1,-0.31,0.37,0.21,-0.13,0.19
WDR38,NA,NA,-0.49,-0.01,NA,NA,NA,NA,-0.25,NA,NA,NA,-0.12,0.17,-0.73,NA,NA,-0.93,NA,0.01
WDR4,0.3,-0.04,0.2,-0.1,0.33,0.22,0.18,-0.44,0.23,-0.28,-0.19,-0.27,-0.04,0.2,-0.05,0.21,0.15,0.07,0.15,0.27
WDR41,-0.06,0.39,0.05,0.02,0.27,0.3,-0.05,-0.18,-0.42,0.05,-0.01,-0.49,0.14,0.1,-0.06,0.16,0.03,-0.25,0.02,-0.05
WDR43,-0.18,-0.71,0.09,-0.04,-0.11,-0.36,-0.19,-0.26,-0.24,-0.31,-0.47,-0.5,0.01,-0.06,-0.3,-0.04,-0.33,-0.23,-0.01,-0.29
WDR44,-0.27,0.07,-0.06,-0.19,0.39,0.06,0.08,0.05,0.08,0.13,0.2,0.1,-0.28,-0.03,0.14,-0.2,0.05,-0.12,-0.16,0.12
WDR45,0.18,0.36,0,0.04,0.4,0.29,0.27,0.14,0.46,0.33,0.15,0.44,-0.06,0.08,0.29,0.28,0.29,0.18,0.23,0.26
WDR45B,-0.06,0.04,0.12,-0.17,-0.48,-0.05,-0.06,-0.1,-0.23,-0.13,0.49,0.13,-0.24,-0.1,-0.1,-0.14,-0.33,-0.03,0.03,-0.13
WDR46,-0.22,-0.05,-0.09,0.08,-0.1,-0.22,-0.08,-0.25,-0.23,-0.11,-0.19,0.1,0.17,-0.11,-0.01,0.18,-0.35,-0.27,0.07,0.01
WDR47,0.04,0.43,-0.1,-0.01,0.23,-0.2,0.03,0.14,-0.04,-0.03,0.19,-0.05,-0.05,-0.22,0.38,-0.14,0.09,-0.12,-0.12,-0.15
WDR48,0.22,-0.01,0.27,0.04,0.1,0.19,0.11,0.11,0.18,0.15,0.14,0.03,0.1,0.34,0.03,0.14,0.19,0.16,0.25,0.11
WDR5,0.26,0.14,0.65,0.47,0.24,0.16,0.29,0.21,-0.1,0.2,0.08,0.43,0.14,0.37,-0.13,0.19,0.05,0.49,0.09,0.25
WDR53,NA,1.02,-0.34,-0.54,-0.06,0.97,0.5,0.24,0.46,0.18,-0.03,0.87,0.14,0.21,-0.08,NA,-0.41,-0.17,0.41,0.26
WDR54,-0.34,0.01,-0.06,0.11,-0.24,-0.09,0.23,0,0.05,-0.32,-0.08,0.1,-0.08,-0.04,0,0.09,-0.02,-0.06,-0.63,-0.16
WDR55,0.13,-0.06,0.22,-0.03,0.1,0.32,0.13,-0.08,0.25,0.06,0.27,-0.28,-0.09,0.04,0.05,-0.25,0.14,0.22,-0.03,0.1
WDR59,0.08,0.35,0.42,0.14,-0.24,0.11,0.21,0.13,0.08,0.01,0.2,0.48,0.21,0.24,0.05,-0.01,0.19,-0.06,0.23,0.17
